,Area,Production,Rainfall,Temperature,pH,Nitrogen(kg/ha),Autumn,Kharif,Rabi,Summer,Whole Year,Winter,Arhar/Tur,Dry chillies,Gram,Groundnut,Jowar,Maize,Moong(Green Gram),Onion,Potato,Rapeseed &Mustard,Rice,Sesamum,Sugarcane,Urad,Wheat
12,0.1693758698501493,238000.0,0.010079786390547036,0.5780780555221728,0.9600000000000001,0.918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,0.0007370310179503905,2900.0,0.35558067141166994,0.8330729479629853,0.7066666666666667,0.448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0.008671169926186344,18614.0,0.19463077818026492,0.7452730040459882,0.9600000000000001,0.408,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,0.0001768874443080937,155.1,0.300031193531979,0.8887002764090854,0.9066666666666666,0.972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,0.030649434881466986,21935.0,0.21359500036332232,0.6055662380322879,0.6933333333333334,0.452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,4.9135401196692695e-06,7.5,0.30296236181205116,0.8715899531306334,0.7466666666666666,0.618,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,3.685155089751952e-06,5.6,0.29967138396909393,0.8526093618555463,0.88,0.474,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,0.023584992574412496,24700.0,0.009347521238298915,0.7155014421343588,0.9600000000000001,0.822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,0.0008045921945958429,307.0,0.11136289242878718,0.8437030793403407,0.6799999999999999,0.452,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1.2283850299173174e-06,59.0,0.0921047506847169,0.8629404304279374,0.6933333333333334,0.942,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,0.002702447065818098,2800.0,0.20018659914625273,0.7930161639226052,0.88,0.584,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,0.057336099656420704,102177.0,0.030326676973512802,0.611352301406081,0.6933333333333334,0.722,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,0.0002395350808338769,8374.0,0.08798919129396686,0.851281737248906,0.8933333333333333,0.784,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,0.25930839466045597,12790789.0,0.16838445205168737,0.8324920882906703,0.9733333333333333,0.474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,0.001965416047867708,740.0,0.017649637621085706,0.6469925489724794,0.9866666666666667,0.846,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,0.002287252925706045,1177.0,0.20942743208180498,0.8719905460080919,1.0,0.924,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.0135908519710052,34597.0,0.034483305438473874,0.6579813123422665,0.9733333333333333,0.576,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,0.07088641492143863,60129.0,0.03117034759711446,0.6182850618915996,0.7466666666666666,0.976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,0.3390342682571796,623000.0,0.02058863439373946,0.6869892440812402,0.8933333333333333,0.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,0.0003156949526887506,31540.0,0.10087335533072837,0.9169383187116933,0.7466666666666666,0.908,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0.0006620995311254341,143.0,0.07955826024398402,0.7041221007090495,0.9333333333333333,0.782,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,0.00016460359400892054,879.0,0.021525945832451796,0.6909100468693666,0.7466666666666666,0.642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,0.12590946556652505,8461300.0,0.21739219186523676,0.8299154375553401,0.7466666666666666,0.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,0.0002837569419109003,180.0,0.2556882027828485,0.7998938428874736,0.8533333333333334,0.656,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,0.0002972691772399908,228.0,0.18250022782920722,0.7940251572327044,0.88,0.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,6.264763652578318e-05,59.9,0.004268937223920181,0.6558481552697992,0.6666666666666666,0.434,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,0.00030709625747932934,4796.0,0.0076249517744783925,0.6079197211873574,0.7200000000000001,0.744,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,8.844372215404685e-05,45.0,0.26454734652240297,0.912007270760726,0.8933333333333333,0.604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,0.05251346002896532,30587.0,0.01766680008559152,0.5406351400072107,0.9466666666666667,0.902,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,1.2283850299173174e-06,77012.30591908224,0.23740084411223092,0.8480851660457476,0.9866666666666667,0.912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,0.001741849972422756,1904.0,0.12385307565415087,0.591019709169571,0.7866666666666667,0.828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,0.0006977226969930363,400.0,0.12663891499501584,0.8392721227416576,0.6799999999999999,0.764,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.14912594263196233,93600.0,0.11378533309834475,0.8150262388334735,0.6933333333333334,0.458,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,0.032183687783833716,35800.0,0.08651929562836902,0.8819352641910025,0.8,0.98,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0.0003857128993940377,82.0,0.0412383912487891,0.6693005648359571,0.7200000000000001,0.664,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,0.059053381928245115,50893.0,0.0034472465987207043,0.6220931979329407,0.8266666666666667,0.40599999999999997,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,9.827080239338539e-06,6.9,0.20571652586754754,0.7570153827664945,0.84,0.886,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4.9135401196692695e-06,13.0,0.0629352018247809,0.8381744031378745,0.7333333333333333,0.97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,1.2283850299173174e-06,0.8,0.23600646914510054,0.8221968513399832,0.9066666666666666,0.898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,0.014187847095545016,20686.0,0.31961567320419404,0.8032187637703804,0.6799999999999999,0.872,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,7.861664191470831e-05,700.0,0.1072405555078009,0.8223894555886601,0.8133333333333332,0.842,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,0.0003132381826289159,138.0,0.3471401795389269,0.7739816457185994,1.0,0.528,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.01899943125773115,13057.0,0.07729371821682195,0.83682850618916,0.9066666666666666,0.722,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55,3.685155089751952e-06,77012.30591908224,0.07792963269114271,0.8774486239634659,0.7466666666666666,0.882,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.1978621186939319,132038.0,0.01663133139374066,0.6106312342266554,0.8,0.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,0.0010686949760280661,2262.0,0.20497703441445486,0.8779894243480354,0.8,0.564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58,0.003386657527482044,3313.9,0.2181373326358615,0.8603082562192044,0.7200000000000001,0.554,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59,5.404894131636196e-05,32.6,0.018762186855278473,0.6556228217762289,0.8933333333333333,0.844,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,1.351223532909049e-05,4.0,0.12120513822106946,0.82784521091215,0.84,0.628,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.00012283850299173174,200.0,0.15182096759365388,0.8216961102431598,0.7466666666666666,0.506,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62,0.0033927994526316307,3059.0,0.0220335934667817,0.6284851580338903,0.7066666666666667,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63,0.007100065472922095,8670.0,0.28129901589826334,0.6415394784280736,0.9466666666666667,0.59,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64,3.685155089751952e-06,14.0,0.17362934135078031,0.8814220045667589,0.7200000000000001,0.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65,0.0010306150401006293,8246.0,0.11167936541882839,0.8353808131825183,0.9600000000000001,0.62,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66,0.0036507603089142673,7353.0,0.06769357754483218,0.7282252734046389,0.9333333333333333,0.984,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67,5.1592171256527334e-05,79.0,0.0719695403390179,0.8257721427713015,0.7200000000000001,0.624,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68,0.00034149103831701425,73.0,0.20289802571525287,0.8321506635363998,0.7066666666666667,0.776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69,0.001160823853271865,1358.0,0.015074966849344878,0.6742954572767696,0.7733333333333333,0.644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,0.0005220636377148599,1507.0,0.296359610328333,0.7855377786830217,0.9600000000000001,0.46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71,1.1055465269255857e-05,140.0,0.18057441865413362,0.8094980571245443,0.88,0.76,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,0.0022835677706162932,889.0,0.05925596802121,0.7765593077755077,0.9333333333333333,0.832,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0.0003316639580776757,181.0,0.09876747409872975,0.7844234467011177,0.6799999999999999,0.802,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0.08353018203437758,272000.0,0.04562686353251294,0.8647698593919001,0.7333333333333333,0.532,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75,0.0259189241312554,1007500.0,0.06261262648839001,0.883184501683059,0.8266666666666667,0.816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76,4.9135401196692695e-06,6.0,0.27226593911199204,0.9164538517005169,0.8266666666666667,0.408,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77,0.0012283850299173173,1000.0,0.006062264216843625,0.5916431318351161,0.7466666666666666,0.668,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,0.0006105073598689067,10792.0,0.16810558151894084,0.8509553861937889,0.7333333333333333,0.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,0.0012283850299173173,50000.0,0.03264411734042095,0.8295426627327849,0.9733333333333333,0.574,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,0.0001056411125728893,74.0,0.1072405555078009,0.8223894555886601,0.7466666666666666,0.626,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0.005773409640611391,1400.0,0.13717646747100753,0.8515603092577013,0.6799999999999999,0.756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82,0.0003156949526887506,676.0,0.5110756107930426,0.6142365701237832,0.6799999999999999,0.494,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83,0.3034111023895774,109000.0,0.362295008914445,0.7729639867003164,0.8666666666666667,0.636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84,0.0004716998514882499,334.0,0.2963006157209781,0.791889496454753,0.7333333333333333,0.784,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85,2.456770059834635e-05,1.6,0.01733619682195318,0.7025748107198654,0.7733333333333333,0.854,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,0.0053201355645719015,1435.0,0.1834697565258515,0.7829888234587189,0.9466666666666667,0.576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
87,0.002376925032890009,1279.0,0.09259691573450733,0.779120598485759,0.8666666666666667,0.752,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,0.0011706509335112035,208.3,0.20091484968692055,0.8052517726234828,0.8266666666666667,0.882,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,0.018800432882884542,12924.0,0.038810354165019004,0.6604750030044466,0.92,0.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,0.004041386748427974,67442.0,0.03541730482263245,0.6094745222929937,0.8133333333333332,0.982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,0.0002456770059834635,100.0,0.1564799243326009,0.8285562632696392,0.8933333333333333,0.95,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,5.282055628644465e-05,39.0,0.10421269552662944,0.8145111254533316,0.8933333333333333,0.78,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0.0020415759197225814,1089.0,0.007219676735446332,0.6092566999158755,0.88,0.472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94,0.03685155089751952,27500.0,0.027587306761689852,0.7079302367503907,1.0,0.884,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,0.01412642784404915,8400.0,0.003497228512895535,0.7107393943035692,0.9066666666666666,0.852,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,0.0017443067424825908,852.0,0.2748282649531234,0.6951563313704284,0.84,0.904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97,0.008871396686062866,5141.0,0.21658146991791327,0.8564174978968874,0.6799999999999999,0.984,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98,0.0016042708490720166,1447.0,0.019454105161144503,0.6644784280735488,0.8933333333333333,0.582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,0.11325709975837667,19000.0,0.05156969305484242,0.8251912830989864,0.9866666666666667,0.952,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,7.370310179503904e-06,6.0,0.14368776599310853,0.8092276569322597,0.8,0.904,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101,0.0333813631880031,15028.0,0.13220156080069023,0.6987291190962625,0.9466666666666667,0.48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102,0.02041821596728565,13809.0,0.1912484679238557,0.8129732003364981,0.8933333333333333,0.784,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0.00017320228921834175,238.2,0.34702352682824417,0.843212955173657,0.84,0.804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,0.0038534438388506246,16050.0,0.07075923222644419,0.8253747224997772,0.7866666666666667,0.664,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105,0.00844391869565164,4564.0,0.19596764383650742,0.8592717221487802,0.9866666666666667,0.926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,0.016837473605076668,32335.0,0.2684582807586492,0.8369486840523975,0.8533333333333334,0.742,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
107,0.0017099119616449058,1581.0,0.017272364497826292,0.7151258863117415,0.7066666666666667,0.838,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,0.0003402626532870969,5651.0,0.00708839893677027,0.5905615310659776,0.88,0.686,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109,9.212887724379881e-05,100.0,0.05330721694679958,0.7091545487321236,0.9600000000000001,0.82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,0.01363630221711214,27750.0,0.33519919097547435,0.8588736329768056,0.7466666666666666,0.844,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,0.02943087693178901,20725.0,0.2597502871450933,0.8832772503304892,0.8133333333333332,0.868,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112,0.013861096677587009,7278.0,0.19322847435526344,0.7429195208909185,0.7733333333333333,0.678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,0.00020022675987652272,113.0,0.01069161319538593,0.645482814565557,0.7066666666666667,0.594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
114,1.5969005388925125e-05,10.0,0.1416250585631464,0.7945960020830829,0.9333333333333333,0.682,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,0.008426721305232797,7806.0,0.09732291648684553,0.6251051556303329,0.7200000000000001,0.736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116,0.000565057113761966,89.0,0.30258207773010654,0.7946260465488924,0.8266666666666667,0.77,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,0.00012283850299173174,100.0,0.11674731352229574,0.8437487481472579,0.88,0.844,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118,0.0002186525353252825,2100.0,0.03850275710916316,0.8274774387951749,0.7200000000000001,0.516,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119,0.0005810261191508911,848.0,0.22446907765503327,0.9258352361495013,0.9600000000000001,0.976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,2.5796085628263667e-05,5.0,0.2911570741276568,0.8599242246403329,0.9466666666666667,0.944,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121,0.0014273834047639229,1330.0,0.12781037865414968,0.7102887273164283,0.7866666666666667,0.892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122,0.015863364276352238,36461.0,0.13453204282305883,0.858580699435164,0.8266666666666667,0.716,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,0.0009446280880064171,6561.0,0.07931416278096183,0.837531956406683,0.8266666666666667,0.88,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
124,6.141925149586587e-06,4.5,0.307363480122253,0.810502043023675,0.9066666666666666,0.644,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,0.0006141925149586587,800.0,0.015687094750052293,0.7225694027160198,0.7200000000000001,0.598,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
126,0.0003881696694538723,260.0,0.1317666565275387,0.8673234935535705,0.76,0.976,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0.026680522849804135,40580.0,0.3412142835062494,0.6984136522052637,0.7466666666666666,0.818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
128,0.6019086646594856,6000.0,0.260659596668033,0.8402610864078837,0.7733333333333333,0.776,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
129,0.006565717984908062,3700.0,0.2088453134026604,0.6534571165324682,0.7466666666666666,0.938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,0.10551827406989757,230200.0,0.01239280485254131,0.7013955654368466,0.8,0.756,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,0.014251723117100717,19229.0,0.18241873121412697,0.8173697071666065,0.7066666666666667,0.784,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
132,0.13839354262557474,172850.0,0.05526102803764582,0.5140307655329889,0.7200000000000001,0.836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133,0.030730508293441528,49310.0,0.14558788165406822,0.7539182990826424,0.7866666666666667,0.994,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
134,1.2283850299173174e-06,1.5,0.2585188050428339,0.8170442254536715,0.6799999999999999,0.624,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135,2.4567700598346348e-06,2.0,0.0018758272608987675,0.6530239754837159,1.0,0.66,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136,0.0006289331353176665,1011.0,0.25915763011055043,0.8473741136882587,0.9600000000000001,0.626,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1.2283850299173174e-06,1.0,0.1940554843408068,0.8835776949885832,0.8666666666666667,0.492,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
138,0.0003464045784366835,2228.0,0.10392464413479302,0.7791456355406,0.76,0.58,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
139,9.827080239338539e-06,13.3,0.3257697716609371,0.7985593678644394,0.9733333333333333,0.644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,0.0007984502694462564,869.0,0.09436563538673708,0.8885955108767672,0.9600000000000001,0.942,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0.0019568173526582867,1728.0,0.06490723637751965,0.7027550775147218,0.76,0.458,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
142,0.20514029999619202,785000.0,0.013263875200178571,0.5481087008772985,0.7733333333333333,0.872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,0.044634598447075645,13117.3,0.3826693634150856,0.8707036413892562,0.8533333333333334,0.714,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
144,0.00016091843891916858,1015.0,0.25142757639321733,0.7979507736430964,0.6933333333333334,0.564,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
145,0.00570093492384627,2414.0,0.02063409986988644,0.625923867323639,0.92,0.916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
146,0.00847585670642949,5300.0,0.14518842780182756,0.8726615390778353,0.7866666666666667,0.452,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147,0.011350277676436012,2134.4,0.004981028952977256,0.6773449705564235,0.7200000000000001,0.756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
148,0.00019531321975685347,542.0,0.07144523206662973,0.8018191924047591,0.9600000000000001,0.868,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
149,0.0015600489879949932,27066.0,0.09830727231212863,0.8341441623670226,0.92,0.442,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150,0.0290685033479634,35165.0,0.042062791736805286,0.7193396226415094,0.9733333333333333,0.932,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151,0.0005478597233431236,195.0,0.24357445094366878,0.8561745987862892,0.8533333333333334,0.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0.007455068746568199,16016.0,0.014047928841812664,0.708906681889196,0.7200000000000001,0.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153,0.00031446656765883325,179.0,0.023765195806657917,0.6489078836678284,0.7866666666666667,0.95,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
